,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
0--0--0--0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
0--0--0--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--0--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--2--0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0--0--2--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--2--2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0--0--2--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--1--0--0,42.0,131.0,216.0,632.0,38.0,33.0,105.0,36.0,48.0,46.0
0--1--0--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--1--0--2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0--1--0--3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--1--1--0,3.0,2.0,3.0,32.0,3.0,3.0,19.0,15.0,1.0,1.0
0--1--1--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
0--1--1--2,2.0,11.0,0.0,1.0,0.0,0.0,1.0,5.0,10.0,4.0
0--1--1--3,1.0,3.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0
0--1--2--0,13.0,15.0,21.0,21.0,10.0,211.0,9.0,8.0,6.0,6.0
0--1--2--1,2.0,6.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,2.0
0--1--2--2,6.0,6.0,173.0,9.0,8.0,6.0,15.0,9.0,9.0,12.0
0--1--2--3,2.0,2.0,16.0,1.0,2.0,11.0,4.0,2.0,4.0,3.0
0--1--3--0,3.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
0--1--3--1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0--1--3--2,1.0,0.0,0.0,2.0,1.0,2.0,2.0,26.0,3.0,0.0
0--1--3--3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
0--2--0--0,189.0,628.0,169.0,453.0,230.0,193.0,3357.0,156.0,181.0,208.0
0--2--0--1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0--2--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
0--2--0--3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0--2--1--0,11.0,1.0,13.0,11.0,13.0,9.0,236.0,7.0,11.0,10.0
0--2--1--1,0.0,7.0,4.0,0.0,1.0,14.0,2.0,1.0,0.0,2.0
0--2--1--2,4.0,7.0,93.0,4.0,11.0,6.0,11.0,1.0,4.0,6.0
0--2--1--3,3.0,6.0,26.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0
0--2--2--0,45.0,141.0,52.0,36.0,811.0,24.0,45.0,38.0,42.0,39.0
0--2--2--1,2.0,2.0,4.0,6.0,30.0,5.0,2.0,3.0,70.0,2.0
0--2--2--2,29.0,749.0,33.0,38.0,38.0,29.0,35.0,29.0,43.0,35.0
0--2--2--3,7.0,8.0,8.0,8.0,130.0,8.0,6.0,8.0,10.0,0.0
0--2--3--0,5.0,2.0,0.0,1.0,10.0,2.0,6.0,59.0,12.0,2.0
0--2--3--1,2.0,35.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0
0--2--3--2,1.0,12.0,5.0,3.0,6.0,7.0,7.0,137.0,8.0,7.0
0--2--3--3,2.0,3.0,0.0,0.0,12.0,3.0,2.0,14.0,2.0,2.0
0--3--0--0,42.0,33.0,115.0,680.0,87.0,54.0,65.0,38.0,34.0,31.0
0--3--0--1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--3--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--3--0--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--3--1--0,2.0,3.0,2.0,2.0,34.0,2.0,1.0,6.0,0.0,1.0
0--3--1--1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0--3--1--2,1.0,9.0,0.0,1.0,2.0,2.0,2.0,0.0,15.0,1.0
0--3--1--3,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0--3--2--0,11.0,14.0,9.0,8.0,160.0,9.0,8.0,15.0,17.0,12.0
0--3--2--1,0.0,1.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0
0--3--2--2,7.0,7.0,9.0,6.0,123.0,4.0,9.0,20.0,3.0,4.0
0--3--2--3,0.0,19.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0
0--3--3--0,1.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0
0--3--3--1,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0
0--3--3--2,0.0,3.0,1.0,0.0,0.0,3.0,0.0,23.0,2.0,1.0
0--3--3--3,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1--0--0--0,57.0,68.0,166.0,777.0,41.0,37.0,45.0,39.0,33.0,31.0
1--0--0--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1--0--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1--0--0--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1--0--1--0,1.0,4.0,13.0,53.0,3.0,0.0,1.0,0.0,4.0,3.0
1--0--1--1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1--0--1--2,0.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,19.0,0.0
1--0--1--3,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
1--0--2--0,8.0,7.0,9.0,210.0,7.0,12.0,10.0,7.0,6.0,6.0
1--0--2--1,0.0,2.0,0.0,1.0,3.0,2.0,33.0,0.0,0.0,1.0
1--0--2--2,3.0,7.0,194.0,4.0,5.0,11.0,6.0,6.0,10.0,9.0
1--0--2--3,3.0,1.0,17.0,1.0,0.0,19.0,3.0,1.0,0.0,2.0
1--0--3--0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,14.0,0.0,1.0
1--0--3--1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1--0--3--2,2.0,2.0,1.0,5.0,1.0,21.0,4.0,0.0,3.0,2.0
1--0--3--3,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0
1--1--0--0,4556.0,4779.0,4615.0,69443.0,4533.0,4553.0,4719.0,4599.0,4569.0,4546.0
1--1--0--1,4.0,1.0,1.0,53.0,4.0,1.0,1.0,2.0,3.0,20.0
1--1--0--2,5.0,5.0,4.0,1.0,11.0,18.0,61.0,6.0,3.0,2.0
1--1--0--3,4.0,0.0,59.0,7.0,7.0,3.0,3.0,3.0,5.0,1.0
1--1--1--0,235.0,240.0,275.0,5948.0,241.0,271.0,227.0,261.0,265.0,266.0
1--1--1--1,38.0,29.0,727.0,35.0,27.0,25.0,23.0,27.0,30.0,37.0
1--1--1--2,122.0,196.0,2665.0,129.0,124.0,120.0,95.0,134.0,134.0,105.0
1--1--1--3,34.0,45.0,911.0,39.0,54.0,45.0,30.0,44.0,39.0,38.0
1--1--2--0,1061.0,1043.0,1010.0,1072.0,1064.0,5816.0,18026.0,983.0,1038.0,1085.0
1--1--2--1,99.0,116.0,104.0,111.0,94.0,2552.0,112.0,119.0,111.0,117.0
1--1--2--2,903.0,881.0,910.0,887.0,862.0,19138.0,840.0,893.0,870.0,914.0
1--1--2--3,155.0,187.0,145.0,169.0,137.0,3722.0,141.0,159.0,146.0,150.0
1--1--3--0,106.0,90.0,81.0,80.0,83.0,64.0,77.0,99.0,1950.0,78.0
1--1--3--1,31.0,74.0,31.0,35.0,35.0,33.0,26.0,786.0,44.0,34.0
1--1--3--2,151.0,155.0,148.0,158.0,145.0,177.0,141.0,3705.0,151.0,151.0
1--1--3--3,33.0,31.0,32.0,35.0,35.0,37.0,42.0,801.0,42.0,35.0
1--2--0--0,18817.0,104841.0,18801.0,21042.0,18834.0,18711.0,18791.0,18648.0,18932.0,18721.0
1--2--0--1,13.0,235.0,6.0,5.0,14.0,15.0,26.0,14.0,11.0,12.0
1--2--0--2,14.0,93.0,349.0,16.0,17.0,11.0,20.0,17.0,17.0,13.0
1--2--0--3,11.0,20.0,348.0,12.0,14.0,13.0,10.0,11.0,18.0,8.0
1--2--1--0,1129.0,23531.0,1137.0,1065.0,1064.0,1202.0,1119.0,1093.0,1125.0,1059.0
1--2--1--1,123.0,3215.0,144.0,133.0,147.0,129.0,134.0,143.0,151.0,140.0
1--2--1--2,494.0,11755.0,503.0,502.0,521.0,508.0,545.0,526.0,528.0,550.0
1--2--1--3,157.0,3974.0,140.0,178.0,165.0,195.0,168.0,167.0,179.0,186.0
1--2--2--0,4402.0,67613.0,4565.0,4327.0,4565.0,4473.0,4539.0,4553.0,4493.0,4467.0
1--2--2--1,482.0,10845.0,443.0,470.0,470.0,497.0,460.0,468.0,468.0,476.0
1--2--2--2,3754.0,61551.0,3794.0,3813.0,3819.0,3761.0,3848.0,3811.0,3831.0,3821.0
1--2--2--3,621.0,14921.0,651.0,672.0,646.0,686.0,665.0,682.0,630.0,680.0
1--2--3--0,362.0,8252.0,361.0,373.0,334.0,365.0,342.0,374.0,352.0,366.0
1--2--3--1,156.0,3583.0,160.0,163.0,130.0,146.0,158.0,173.0,168.0,142.0
1--2--3--2,674.0,14929.0,659.0,666.0,591.0,661.0,675.0,674.0,648.0,660.0
1--2--3--3,143.0,3445.0,159.0,143.0,156.0,161.0,141.0,153.0,148.0,149.0
1--3--0--0,3964.0,4031.0,4010.0,3944.0,58336.0,9141.0,4374.0,4086.0,4055.0,4171.0
1--3--0--1,1.0,3.0,1.0,4.0,9.0,32.0,1.0,4.0,9.0,2.0
1--3--0--2,4.0,2.0,3.0,3.0,43.0,55.0,7.0,6.0,2.0,1.0
