,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
0--0--0--0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
0--0--0--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--0--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0--0--1--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0--0--2--0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0--0--2--1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0--0--2--2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
0--0--2--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--1--0--0,17.0,29.0,23.0,123.0,320.0,14.0,20.0,23.0,16.0,19.0
0--1--0--1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0--1--0--2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0--1--0--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--1--1--0,1.0,3.0,1.0,20.0,3.0,19.0,4.0,0.0,5.0,0.0
0--1--1--1,0.0,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,1.0
0--1--1--2,1.0,1.0,22.0,1.0,2.0,2.0,1.0,4.0,10.0,2.0
0--1--1--3,0.0,1.0,0.0,1.0,4.0,5.0,0.0,3.0,1.0,0.0
0--1--2--0,22.0,16.0,185.0,46.0,27.0,23.0,94.0,9.0,19.0,8.0
0--1--2--1,0.0,2.0,20.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0
0--1--2--2,21.0,18.0,478.0,20.0,23.0,56.0,15.0,23.0,26.0,21.0
0--1--2--3,0.0,3.0,41.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0
0--1--3--0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,17.0,11.0,2.0
0--1--3--1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0
0--1--3--2,4.0,3.0,3.0,2.0,2.0,1.0,4.0,46.0,2.0,1.0
0--1--3--3,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0
0--2--0--0,78.0,791.0,170.0,173.0,126.0,82.0,928.0,78.0,85.0,78.0
0--2--0--1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0--2--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0
0--2--0--3,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0--2--1--0,12.0,6.0,165.0,41.0,11.0,21.0,14.0,11.0,8.0,10.0
0--2--1--1,0.0,1.0,23.0,1.0,2.0,18.0,1.0,1.0,1.0,3.0
0--2--1--2,8.0,6.0,5.0,5.0,16.0,146.0,6.0,9.0,10.0,13.0
0--2--1--3,3.0,5.0,0.0,1.0,10.0,31.0,3.0,3.0,3.0,1.0
0--2--2--0,48.0,71.0,52.0,67.0,50.0,65.0,57.0,103.0,1397.0,60.0
0--2--2--1,4.0,4.0,3.0,3.0,6.0,4.0,4.0,8.0,102.0,3.0
0--2--2--2,88.0,101.0,98.0,102.0,94.0,99.0,97.0,2264.0,114.0,96.0
0--2--2--3,14.0,7.0,7.0,8.0,9.0,4.0,11.0,12.0,1.0,189.0
0--2--3--0,5.0,8.0,6.0,7.0,5.0,3.0,7.0,124.0,7.0,10.0
0--2--3--1,2.0,4.0,0.0,4.0,2.0,2.0,4.0,29.0,0.0,0.0
0--2--3--2,2.0,24.0,11.0,7.0,3.0,8.0,8.0,155.0,9.0,15.0
0--2--3--3,1.0,4.0,2.0,2.0,2.0,0.0,1.0,26.0,1.0,18.0
0--3--0--0,12.0,29.0,72.0,21.0,313.0,28.0,10.0,10.0,14.0,14.0
0--3--0--1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0--3--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--3--0--3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0--3--1--0,2.0,12.0,3.0,1.0,18.0,2.0,1.0,24.0,8.0,3.0
0--3--1--1,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
0--3--1--2,0.0,0.0,2.0,2.0,33.0,2.0,2.0,5.0,2.0,0.0
0--3--1--3,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0--3--2--0,15.0,20.0,12.0,14.0,313.0,8.0,15.0,12.0,8.0,15.0
0--3--2--1,3.0,15.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,1.0
0--3--2--2,17.0,24.0,21.0,16.0,414.0,15.0,20.0,14.0,14.0,22.0
0--3--2--3,0.0,32.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0
0--3--3--0,1.0,23.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,2.0
0--3--3--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0--3--3--2,2.0,0.0,1.0,1.0,1.0,2.0,1.0,36.0,2.0,0.0
0--3--3--3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
1--0--0--0,96.0,115.0,24.0,238.0,19.0,22.0,15.0,23.0,16.0,17.0
1--0--0--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1--0--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1--0--0--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1--0--1--0,14.0,10.0,1.0,39.0,1.0,4.0,1.0,5.0,0.0,1.0
1--0--1--1,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0
1--0--1--2,1.0,2.0,3.0,3.0,0.0,1.0,11.0,6.0,25.0,2.0
1--0--1--3,0.0,2.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1--0--2--0,14.0,11.0,264.0,132.0,19.0,8.0,13.0,14.0,16.0,14.0
1--0--2--1,1.0,1.0,28.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0
1--0--2--2,24.0,19.0,517.0,23.0,24.0,18.0,25.0,14.0,16.0,23.0
1--0--2--3,2.0,2.0,51.0,0.0,2.0,2.0,1.0,8.0,1.0,0.0
1--0--3--0,1.0,1.0,2.0,1.0,3.0,0.0,18.0,1.0,12.0,0.0
1--0--3--1,0.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
1--0--3--2,1.0,2.0,2.0,2.0,0.0,10.0,1.0,31.0,2.0,1.0
1--0--3--3,0.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,0.0
1--1--0--0,2251.0,41059.0,2157.0,2496.0,2147.0,2159.0,2192.0,2042.0,2094.0,2133.0
1--1--0--1,1.0,2.0,46.0,15.0,1.0,6.0,2.0,5.0,1.0,2.0
1--1--0--2,10.0,8.0,9.0,5.0,6.0,15.0,149.0,5.0,7.0,13.0
1--1--0--3,2.0,3.0,4.0,6.0,4.0,3.0,6.0,4.0,4.0,99.0
1--1--1--0,279.0,273.0,6199.0,308.0,307.0,267.0,259.0,287.0,245.0,237.0
1--1--1--1,46.0,24.0,872.0,39.0,42.0,55.0,28.0,27.0,34.0,41.0
1--1--1--2,174.0,176.0,4443.0,218.0,186.0,172.0,194.0,189.0,213.0,200.0
1--1--1--3,46.0,51.0,1214.0,49.0,55.0,61.0,50.0,45.0,48.0,52.0
1--1--2--0,1670.0,1681.0,1673.0,1678.0,1634.0,1889.0,33742.0,1610.0,1675.0,1720.0
1--1--2--1,114.0,135.0,133.0,124.0,116.0,3037.0,124.0,116.0,125.0,114.0
1--1--2--2,2513.0,2416.0,2509.0,2495.0,2496.0,45999.0,2484.0,2489.0,2506.0,2471.0
1--1--2--3,226.0,207.0,205.0,206.0,212.0,4910.0,202.0,200.0,214.0,226.0
1--1--3--0,154.0,152.0,126.0,158.0,129.0,176.0,173.0,3461.0,429.0,156.0
1--1--3--1,33.0,45.0,29.0,35.0,47.0,48.0,34.0,840.0,43.0,36.0
1--1--3--2,206.0,182.0,202.0,199.0,181.0,199.0,182.0,4482.0,192.0,214.0
1--1--3--3,44.0,44.0,56.0,39.0,55.0,35.0,47.0,1024.0,45.0,60.0
1--2--0--0,9007.0,9364.0,95693.0,8990.0,8990.0,8948.0,9019.0,9259.0,9022.0,9107.0
1--2--0--1,10.0,11.0,257.0,12.0,16.0,12.0,18.0,14.0,8.0,10.0
1--2--0--2,37.0,43.0,788.0,35.0,35.0,30.0,36.0,13.0,33.0,27.0
1--2--0--3,12.0,26.0,367.0,15.0,12.0,13.0,14.0,13.0,18.0,10.0
1--2--1--0,1115.0,24433.0,1141.0,1125.0,1088.0,1119.0,1082.0,1161.0,1120.0,1134.0
1--2--1--1,164.0,4046.0,152.0,178.0,167.0,175.0,183.0,197.0,153.0,193.0
1--2--1--2,790.0,18010.0,788.0,834.0,808.0,768.0,816.0,800.0,796.0,799.0
1--2--1--3,210.0,5207.0,228.0,226.0,222.0,220.0,226.0,221.0,220.0,232.0
1--2--2--0,6874.0,83389.0,7052.0,7069.0,7132.0,7091.0,7045.0,7106.0,7112.0,7053.0
1--2--2--1,552.0,12904.0,560.0,596.0,552.0,548.0,578.0,540.0,584.0,551.0
